brand,price,number_of_seat,start_time,start_day,end_day,end_time,trip_time,take_place,destination,location,id
Vie Limousine,210000,9 chỗ ngồi,10:00,23-05-2024,23-05-2024,12:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1831
Vie Limousine,230000,9 chỗ ngồi,10:00,23-05-2024,23-05-2024,12:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1832
Hoa Mai,200000,9 chỗ ngồi,10:02,23-05-2024,23-05-2024,11:47,1 giờ 45 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1833
Vie Limousine,210000,9 chỗ ngồi,10:15,23-05-2024,23-05-2024,13:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1834
Vie Limousine,230000,9 chỗ ngồi,10:15,23-05-2024,23-05-2024,13:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1835
Vie Limousine,250000,9 chỗ ngồi,10:15,23-05-2024,23-05-2024,13:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1836
AVIGO,200000,18 chỗ ngồi,10:30,23-05-2024,23-05-2024,12:20,1 giờ 50 phút,Sân Bay Tân Sơn Nhất  Cột số 2 - Ga quốc nội,Văn Phòng Vũng Tàu 02 Nguyễn Du,Vũng Tàu,1837
Hoa Mai,150000,15 chỗ ngồi,10:30,23-05-2024,23-05-2024,12:10,1 giờ 40 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1838
Hoa Mai,200000,9 chỗ ngồi,10:30,23-05-2024,23-05-2024,11:40,1 giờ 10 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1839
Hoa Mai,200000,9 chỗ ngồi,10:30,23-05-2024,23-05-2024,11:40,1 giờ 10 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1840
Hoa Mai,200000,9 chỗ ngồi,10:30,23-05-2024,23-05-2024,11:55,1 giờ 25 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1841
Hoa Mai,200000,9 chỗ ngồi,10:30,23-05-2024,23-05-2024,12:25,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1842
Hoa Mai,200000,9 chỗ ngồi,10:30,23-05-2024,23-05-2024,12:47,2 giờ 17 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1843
Vie Limousine,190000,9 chỗ ngồi,10:30,23-05-2024,23-05-2024,12:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1844
Vie Limousine,210000,9 chỗ ngồi,10:30,23-05-2024,23-05-2024,12:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1845
Vie Limousine,230000,9 chỗ ngồi,10:30,23-05-2024,23-05-2024,12:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1846
Hoa Mai,150000,15 chỗ ngồi,11:00,23-05-2024,23-05-2024,12:40,1 giờ 40 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1847
Hoa Mai,150000,15 chỗ ngồi,11:00,23-05-2024,23-05-2024,13:25,2 giờ 25 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1848
Hoa Mai,170000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,12:20,1 giờ 20 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1849
Hoa Mai,170000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,12:35,1 giờ 35 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1850
Hoa Mai,170000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,13:20,2 giờ 20 phút,"Bến xe Miền Đông mới Số 501, đường Hoàng Hữu Nam","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1851
Hoa Mai,170000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,13:50,2 giờ 50 phút,"Bến xe Miền Đông mới Số 501, đường Hoàng Hữu Nam",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1852
Hoa Mai,200000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,12:10,1 giờ 10 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1853
Hoa Mai,200000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,12:25,1 giờ 25 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1854
Hoa Mai,200000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,12:35,1 giờ 35 phút,Văn phòng quận 5 269 Hùng Vương,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1855
Hoa Mai,200000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,12:50,1 giờ 50 phút,Văn phòng quận 5 269 Hùng Vương,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1856
Hoa Mai,200000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,12:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1857
Hoa Mai,200000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,12:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1858
Hoa Mai,200000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,13:15,2 giờ 15 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Văn phòng Hoa Mai Long Hải khu phố Hải An, đường Võ thị Sáu, tt.Long Hải, huyện Long Điền",Vũng Tàu,1859
Hoa Mai,200000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,13:17,2 giờ 17 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1860
Hoa Mai,200000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,13:20,2 giờ 20 phút,Văn phòng quận 5 269 Hùng Vương,Nội thành Vũng Tàu Ba Ria - Vung Tau,Vũng Tàu,1861
Hoa Mai,200000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,13:37,2 giờ 37 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1862
Vie Limousine,300000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,13:20,2 giờ 20 phút,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Chợ Long Hải Long Hai market, ĐT44A, TT. Long Hải, Long Điền, Bà Rịa - Vũng Tàu, Vietnam",Vũng Tàu,1863
Vie Limousine,450000,9 chỗ ngồi,11:00,23-05-2024,23-05-2024,13:45,2 giờ 45 phút,Văn phòng Quận 1 131 Nguyễn Thái Bình,Bình Châu (Vũng Tàu) QL55,Vũng Tàu,1864
Hoa Mai,200000,9 chỗ ngồi,11:02,23-05-2024,23-05-2024,12:47,1 giờ 45 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1865
Vie Limousine,210000,9 chỗ ngồi,11:15,23-05-2024,23-05-2024,14:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1866
Vie Limousine,230000,9 chỗ ngồi,11:15,23-05-2024,23-05-2024,14:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1867
Vie Limousine,250000,9 chỗ ngồi,11:15,23-05-2024,23-05-2024,14:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1868
AVIGO,180000,16 chỗ ngồi,11:30,23-05-2024,23-05-2024,13:20,1 giờ 50 phút,Sân Bay Tân Sơn Nhất  Cột số 2 - Ga quốc nội,Văn Phòng Vũng Tàu 02 Nguyễn Du,Vũng Tàu,1869
Hoa Mai,150000,15 chỗ ngồi,11:30,23-05-2024,23-05-2024,13:25,1 giờ 55 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1870
Hoa Mai,150000,15 chỗ ngồi,11:30,23-05-2024,23-05-2024,13:55,2 giờ 25 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1871
Hoa Mai,200000,9 chỗ ngồi,11:30,23-05-2024,23-05-2024,12:40,1 giờ 10 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1872
Hoa Mai,200000,9 chỗ ngồi,11:30,23-05-2024,23-05-2024,12:55,1 giờ 25 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1873
Hoa Mai,200000,9 chỗ ngồi,11:30,23-05-2024,23-05-2024,13:25,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1874
Hoa Mai,200000,9 chỗ ngồi,11:30,23-05-2024,23-05-2024,13:47,2 giờ 17 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1875
Hoa Mai,200000,9 chỗ ngồi,11:30,23-05-2024,23-05-2024,14:07,2 giờ 37 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1876
Vie Limousine,190000,9 chỗ ngồi,11:30,23-05-2024,23-05-2024,13:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1877
Vie Limousine,210000,9 chỗ ngồi,11:30,23-05-2024,23-05-2024,13:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1878
Vie Limousine,230000,9 chỗ ngồi,11:30,23-05-2024,23-05-2024,13:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1879
Hoa Mai,200000,9 chỗ ngồi,11:32,23-05-2024,23-05-2024,13:17,1 giờ 45 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1880
Hoa Mai,150000,15 chỗ ngồi,12:00,23-05-2024,23-05-2024,13:40,1 giờ 40 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1881
Hoa Mai,150000,15 chỗ ngồi,12:00,23-05-2024,23-05-2024,13:40,1 giờ 40 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1882
Hoa Mai,170000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,13:20,1 giờ 20 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1883
Hoa Mai,170000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,13:35,1 giờ 35 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1884
Hoa Mai,170000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,14:20,2 giờ 20 phút,"Bến xe Miền Đông mới Số 501, đường Hoàng Hữu Nam","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1885
Hoa Mai,170000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,14:50,2 giờ 50 phút,"Bến xe Miền Đông mới Số 501, đường Hoàng Hữu Nam",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1886
Hoa Mai,200000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,13:10,1 giờ 10 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1887
Hoa Mai,200000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,13:35,1 giờ 35 phút,Văn phòng quận 5 269 Hùng Vương,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1888
Hoa Mai,200000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,13:50,1 giờ 50 phút,Văn phòng quận 5 269 Hùng Vương,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1889
Hoa Mai,200000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,13:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1890
Hoa Mai,200000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,13:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1891
Hoa Mai,200000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,13:55,1 giờ 55 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1892
Hoa Mai,200000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,14:15,2 giờ 15 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Văn phòng Hoa Mai Long Hải khu phố Hải An, đường Võ thị Sáu, tt.Long Hải, huyện Long Điền",Vũng Tàu,1893
Hoa Mai,200000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,14:17,2 giờ 17 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1894
Hoa Mai,200000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,14:20,2 giờ 20 phút,Văn phòng quận 5 269 Hùng Vương,Nội thành Vũng Tàu Ba Ria - Vung Tau,Vũng Tàu,1895
Hoa Mai,200000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,14:37,2 giờ 37 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1896
Vie Limousine,190000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,14:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1897
Vie Limousine,210000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,14:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1898
Vie Limousine,230000,9 chỗ ngồi,12:00,23-05-2024,23-05-2024,14:00,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1899
Vie Limousine,210000,9 chỗ ngồi,12:15,23-05-2024,23-05-2024,15:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1900
Vie Limousine,230000,9 chỗ ngồi,12:15,23-05-2024,23-05-2024,15:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1901
Vie Limousine,250000,9 chỗ ngồi,12:15,23-05-2024,23-05-2024,15:00,2 giờ 45 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1902
Hoa Mai,150000,15 chỗ ngồi,12:30,23-05-2024,23-05-2024,14:10,1 giờ 40 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1903
Hoa Mai,150000,15 chỗ ngồi,12:30,23-05-2024,23-05-2024,14:25,1 giờ 55 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1904
Hoa Mai,150000,15 chỗ ngồi,12:30,23-05-2024,23-05-2024,14:55,2 giờ 25 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1905
Hoa Mai,200000,9 chỗ ngồi,12:30,23-05-2024,23-05-2024,14:25,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1906
Hoa Mai,200000,9 chỗ ngồi,12:30,23-05-2024,23-05-2024,14:47,2 giờ 17 phút,Sân Bay Tân Sơn Nhất Bãi đậu xe đối diện Cột số 12 Ga Quốc tế,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1907
Vie Limousine,190000,9 chỗ ngồi,12:30,23-05-2024,23-05-2024,14:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1908
Vie Limousine,210000,9 chỗ ngồi,12:30,23-05-2024,23-05-2024,14:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1909
Vie Limousine,230000,9 chỗ ngồi,12:30,23-05-2024,23-05-2024,14:30,2 giờ ,Văn phòng Quận 1 131 Nguyễn Thái Bình,"Văn phòng Vũng Tàu 33 Đường 3/2, TP Vũng Tàu",Vũng Tàu,1910
Hoa Mai,200000,9 chỗ ngồi,12:32,23-05-2024,23-05-2024,14:17,1 giờ 45 phút,Văn phòng Hàng Xanh 450H Điện Biên Phủ,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1911
AVIGO,200000,18 chỗ ngồi,12:50,23-05-2024,23-05-2024,14:40,1 giờ 50 phút,Sân Bay Tân Sơn Nhất  Cột số 2 - Ga quốc nội,Văn Phòng Vũng Tàu 02 Nguyễn Du,Vũng Tàu,1912
Hoa Mai,150000,15 chỗ ngồi,13:00,23-05-2024,23-05-2024,14:40,1 giờ 40 phút,Văn phòng quận 1A 44 Nguyễn Thái Bình,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1913
Hoa Mai,150000,15 chỗ ngồi,13:00,23-05-2024,23-05-2024,15:25,2 giờ 25 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1914
Hoa Mai,170000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,14:20,1 giờ 20 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1915
Hoa Mai,170000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,14:35,1 giờ 35 phút,"Bến Xe Miền Đông - Quầy vé số 84-85 Đối diện BX Miền Đông cũ, 387 Đinh Bộ Lĩnh, Phường 26, Bình Thạnh","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1916
Hoa Mai,170000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,15:20,2 giờ 20 phút,"Bến xe Miền Đông mới Số 501, đường Hoàng Hữu Nam","Bến xe Bà Rịa 1 QL51, Phước Hiệp, Tp.Bà Rịa, Bà Rịa - Vũng Tàu, Vietnam
Xem trên bản đồ",Vũng Tàu,1917
Hoa Mai,170000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,15:50,2 giờ 50 phút,"Bến xe Miền Đông mới Số 501, đường Hoàng Hữu Nam",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1918
Hoa Mai,200000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,14:35,1 giờ 35 phút,Văn phòng quận 5 269 Hùng Vương,"Đối diện Nhà thờ Láng Cát Ba Ria - Vung Tau, Tân Thành",Vũng Tàu,1919
Hoa Mai,200000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,14:50,1 giờ 50 phút,Văn phòng quận 5 269 Hùng Vương,Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1920
Hoa Mai,200000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,14:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1921
Hoa Mai,200000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,14:55,1 giờ 55 phút,"Văn phòng quận 1 83 Nguyen Thai Binh Street, District 1, Ho Chi Minh C",Bến xe Bà Rịa Bến xe Bà Rịa,Vũng Tàu,1922
Hoa Mai,200000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,14:55,1 giờ 55 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ",Văn phòng Hoa Mai Vũng Tàu 47 Trưng Nhị,Vũng Tàu,1923
Hoa Mai,200000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,15:15,2 giờ 15 phút,"Bến xe Miền Tây Quầy vé số 12, BXMT 395 Kinh Dương Vương, An Lạc
Xem trên bản đồ","Văn phòng Hoa Mai Long Hải khu phố Hải An, đường Võ thị Sáu, tt.Long Hải, huyện Long Điền",Vũng Tàu,1924
Hoa Mai,200000,9 chỗ ngồi,13:00,23-05-2024,23-05-2024,15:20,2 giờ 20 phút,Văn phòng quận 5 269 Hùng Vương,Nội thành Vũng Tàu Ba Ria - Vung Tau,Vũng Tàu,1925
